scenario_id,variant,tenor,r,q,vol,ko_barrier,ki_barrier,product_protection_type,product_protection_rate,interest_protection_type,interest_protection_rate,quoted_ko_rate,product_pv,interest_pv,combined_pv,protected_snowball_pv,quote_ko_sensitivity,quote_ki_sensitivity,interest_ko_sensitivity,interest_ki_sensitivity
98,standard,1.0,0.01,0.083333,0.283333,97.5,70.0,NONE,0.0,FULL,0.0,0.2972706739773514,0.306102338369314,0.306102338369314,0.0,99.69389766163069,,,,
99,standard,1.0,0.01,0.083333,0.283333,97.5,75.0,NONE,0.0,FULL,0.0,0.37948194601173363,0.306102338369314,0.306102338369314,0.0,99.69389766163069,,,,
100,standard,1.0,0.01,0.083333,0.283333,97.5,80.0,NONE,0.0,FULL,0.0,0.42005391819433563,0.306102338369314,0.306102338369314,0.0,99.69389766163069,,,,
101,standard,1.0,0.01,0.083333,0.283333,100.0,65.0,NONE,0.0,FULL,0.0,0.2069298931895841,0.38275102916634296,0.38275102916634296,0.0,99.61724897083366,,,,
102,standard,1.0,0.01,0.083333,0.283333,100.0,70.0,NONE,0.0,FULL,0.0,0.30248843626059113,0.38275102916634296,0.38275102916634296,0.0,99.61724897083366,,,,
103,standard,1.0,0.01,0.083333,0.283333,100.0,75.0,NONE,0.0,FULL,0.0,0.4083666064010272,0.38275102916634296,0.38275102916634296,0.0,99.61724897083366,,,,
104,standard,1.0,0.01,0.083333,0.283333,100.0,80.0,NONE,0.0,FULL,0.0,0.48156973431508115,0.38275102916634296,0.38275102916634296,0.0,99.61724897083366,,,,
105,standard,1.0,0.01,0.083333,0.283333,102.5,65.0,NONE,0.0,FULL,0.0,0.19684172218064577,0.4615899596361004,0.4615899596361004,0.0,99.5384100403639,,,,
106,standard,1.0,0.01,0.083333,0.283333,102.5,70.0,NONE,0.0,FULL,0.0,0.29465848853952514,0.4615899596361004,0.4615899596361004,0.0,99.5384100403639,,,,
107,standard,1.0,0.01,0.083333,0.283333,102.5,75.0,NONE,0.0,FULL,0.0,0.41275897342078427,0.4615899596361004,0.4615899596361004,0.0,99.5384100403639,,,,
108,standard,1.0,0.01,0.083333,0.283333,102.5,80.0,NONE,0.0,FULL,0.0,0.5184702127541004,0.4615899596361004,0.4615899596361004,0.0,99.5384100403639,,,,
109,standard,1.0,0.01,0.083333,0.283333,105.0,65.0,NONE,0.0,FULL,0.0,0.18502771701396453,0.539244382174104,0.539244382174104,0.0,99.4607556178259,,,,
110,standard,1.0,0.01,0.083333,0.283333,105.0,70.0,NONE,0.0,FULL,0.0,0.2801169846430422,0.539244382174104,0.539244382174104,0.0,99.4607556178259,,,,
111,standard,1.0,0.01,0.083333,0.283333,105.0,75.0,NONE,0.0,FULL,0.0,0.40193989863157914,0.539244382174104,0.539244382174104,0.0,99.4607556178259,,,,
112,standard,1.0,0.01,0.083333,0.283333,105.0,80.0,NONE,0.0,FULL,0.0,0.5334755694817178,0.539244382174104,0.539244382174104,0.0,99.4607556178259,,,,
113,standard,1.0,0.01,0.083333,0.35,97.5,65.0,NONE,0.0,FULL,0.0,0.3528473729484928,0.31779139381733046,0.31779139381733046,0.0,99.68220860618267,,,,
114,standard,1.0,0.01,0.083333,0.35,97.5,70.0,NONE,0.0,FULL,0.0,0.4387264976097061,0.31779139381733046,0.31779139381733046,0.0,99.68220860618267,,,,
115,standard,1.0,0.01,0.083333,0.35,97.5,75.0,NONE,0.0,FULL,0.0,0.48848222768314864,0.31779139381733046,0.31779139381733046,0.0,99.68220860618267,,,,
116,standard,1.0,0.01,0.083333,0.35,97.5,80.0,NONE,0.0,FULL,0.0,0.5024241160723362,0.31779139381733046,0.31779139381733046,0.0,99.68220860618267,,,,
117,standard,1.0,0.01,0.083333,0.35,100.0,65.0,NONE,0.0,FULL,0.0,0.35807089353526134,0.3801871906291865,0.3801871906291865,0.0,99.61981280937081,,,,
118,standard,1.0,0.01,0.083333,0.35,100.0,70.0,NONE,0.0,FULL,0.0,0.46321901050874364,0.3801871906291865,0.3801871906291865,0.0,99.61981280937081,,,,
119,standard,1.0,0.01,0.083333,0.35,100.0,75.0,NONE,0.0,FULL,0.0,0.539522285181234,0.3801871906291865,0.3801871906291865,0.0,99.61981280937081,,,,
120,standard,1.0,0.01,0.083333,0.35,100.0,80.0,NONE,0.0,FULL,0.0,0.5700252644125406,0.3801871906291865,0.3801871906291865,0.0,99.61981280937081,,,,
121,standard,1.0,0.01,0.083333,0.35,102.5,65.0,NONE,0.0,FULL,0.0,0.35194512588293475,0.4436018958457453,0.4436018958457453,0.0,99.55639810415425,,,,
122,standard,1.0,0.01,0.083333,0.35,102.5,70.0,NONE,0.0,FULL,0.0,0.4692030244812828,0.4436018958457453,0.4436018958457453,0.0,99.55639810415425,,,,
123,standard,1.0,0.01,0.083333,0.35,102.5,75.0,NONE,0.0,FULL,0.0,0.5712330617914996,0.4436018958457453,0.4436018958457453,0.0,99.55639810415425,,,,
124,standard,1.0,0.01,0.083333,0.35,102.5,80.0,NONE,0.0,FULL,0.0,0.624177329422169,0.4436018958457453,0.4436018958457453,0.0,99.55639810415425,,,,
125,standard,1.0,0.01,0.083333,0.35,105.0,65.0,NONE,0.0,FULL,0.0,0.33794937661971347,0.5063193064188596,0.5063193064188596,0.0,99.49368069358114,,,,
126,standard,1.0,0.01,0.083333,0.35,105.0,70.0,NONE,0.0,FULL,0.0,0.4614131334715642,0.5063193064188596,0.5063193064188596,0.0,99.49368069358114,,,,
127,standard,1.0,0.01,0.083333,0.35,105.0,75.0,NONE,0.0,FULL,0.0,0.5830441763488419,0.5063193064188596,0.5063193064188596,0.0,99.49368069358114,,,,
128,standard,1.0,0.01,0.083333,0.35,105.0,80.0,NONE,0.0,FULL,0.0,0.6661904883291144,0.5063193064188596,0.5063193064188596,0.0,99.49368069358114,,,,
129,standard,1.0,0.01,0.116667,0.15,97.5,65.0,NONE,0.0,FULL,0.0,0.03234876404811661,0.290966401546612,0.290966401546612,0.0,99.70903359845339,,,,
130,standard,1.0,0.01,0.116667,0.15,97.5,70.0,NONE,0.0,FULL,0.0,0.06819199648526227,0.290966401546612,0.290966401546612,0.0,99.70903359845339,,,,
131,standard,1.0,0.01,0.116667,0.15,97.5,75.0,NONE,0.0,FULL,0.0,0.13208064163946276,0.290966401546612,0.290966401546612,0.0,99.70903359845339,,,,
132,standard,1.0,0.01,0.116667,0.15,97.5,80.0,NONE,0.0,FULL,0.0,0.2308063124587888,0.290966401546612,0.290966401546612,0.0,99.70903359845339,,,,
133,standard,1.0,0.01,0.116667,0.15,100.0,65.0,NONE,0.0,FULL,0.0,0.02934894692006896,0.44648993292612715,0.44648993292612715,0.0,99.55351006707387,,,,
134,standard,1.0,0.01,0.116667,0.15,100.0,70.0,NONE,0.0,FULL,0.0,0.06261682116552127,0.44648993292612715,0.44648993292612715,0.0,99.55351006707387,,,,
135,standard,1.0,0.01,0.116667,0.15,100.0,75.0,NONE,0.0,FULL,0.0,0.1257924585976902,0.44648993292612715,0.44648993292612715,0.0,99.55351006707387,,,,
136,standard,1.0,0.01,0.116667,0.15,100.0,80.0,NONE,0.0,FULL,0.0,0.23670614665922354,0.44648993292612715,0.44648993292612715,0.0,99.55351006707387,,,,
137,standard,1.0,0.01,0.116667,0.15,102.5,65.0,NONE,0.0,FULL,0.0,0.02637356366636721,0.6042004320953538,0.6042004320953538,0.0,99.39579956790465,,,,
138,standard,1.0,0.01,0.116667,0.15,102.5,70.0,NONE,0.0,FULL,0.0,0.05546824678959001,0.6042004320953538,0.6042004320953538,0.0,99.39579956790465,,,,
