scenario_id,variant,tenor,r,q,vol,ko_barrier,ki_barrier,product_protection_type,product_protection_rate,interest_protection_type,interest_protection_rate,quoted_ko_rate,product_pv,interest_pv,combined_pv,protected_snowball_pv,quote_ko_sensitivity,quote_ki_sensitivity,interest_ko_sensitivity,interest_ki_sensitivity
133,standard,2.0,0.01,0.116667,0.15,100.0,60.0,NONE,0.0,FULL,0.0,0.11476888066850481,0.7511797689387549,0.7511797689387549,0.0,99.24882023106125,,,,
134,standard,2.0,0.01,0.116667,0.15,100.0,68.333333,NONE,0.0,FULL,0.0,0.2556757849858275,0.7511797689387549,0.7511797689387549,0.0,99.24882023106125,,,,
135,standard,2.0,0.01,0.116667,0.15,100.0,76.666667,NONE,0.0,FULL,0.0,0.4596825939940709,0.7511797689387549,0.7511797689387549,0.0,99.24882023106125,,,,
136,standard,2.0,0.01,0.116667,0.15,100.0,85.0,NONE,0.0,FULL,0.0,0.5833094746480154,0.7511797689387549,0.7511797689387549,0.0,99.24882023106125,,,,
137,standard,2.0,0.01,0.116667,0.15,105.0,60.0,NONE,0.0,FULL,0.0,0.10383867161675196,1.3163967101108085,1.3163967101108085,0.0,98.68360328988919,,,,
138,standard,2.0,0.01,0.116667,0.15,105.0,68.333333,NONE,0.0,FULL,0.0,0.24223580125604355,1.3163967101108085,1.3163967101108085,0.0,98.68360328988919,,,,
139,standard,2.0,0.01,0.116667,0.15,105.0,76.666667,NONE,0.0,FULL,0.0,0.4935868103330909,1.3163967101108085,1.3163967101108085,0.0,98.68360328988919,,,,
140,standard,2.0,0.01,0.116667,0.15,105.0,85.0,NONE,0.0,FULL,0.0,0.8058018754624758,1.3163967101108085,1.3163967101108085,0.0,98.68360328988919,,,,
141,standard,2.0,0.01,0.116667,0.15,110.0,60.0,NONE,0.0,FULL,0.0,0.09626672566882641,1.6520229442188565,1.6520229442188565,0.0,98.34797705578114,,,,
142,standard,2.0,0.01,0.116667,0.15,110.0,68.333333,NONE,0.0,FULL,0.0,0.22684092134312306,1.6520229442188565,1.6520229442188565,0.0,98.34797705578114,,,,
143,standard,2.0,0.01,0.116667,0.15,110.0,76.666667,NONE,0.0,FULL,0.0,0.48159481196221715,1.6520229442188565,1.6520229442188565,0.0,98.34797705578114,,,,
144,standard,2.0,0.01,0.116667,0.15,110.0,85.0,NONE,0.0,FULL,0.0,0.9316024227695672,1.6520229442188565,1.6520229442188565,0.0,98.34797705578114,,,,
145,standard,2.0,0.01,0.116667,0.216667,95.0,60.0,NONE,0.0,FULL,0.0,0.21606106783530654,0.32470658480583836,0.32470658480583836,0.0,99.67529341519416,,,,
146,standard,2.0,0.01,0.116667,0.216667,95.0,68.333333,NONE,0.0,FULL,0.0,0.29822378459155524,0.32470658480583836,0.32470658480583836,0.0,99.67529341519416,,,,
147,standard,2.0,0.01,0.116667,0.216667,95.0,76.666667,NONE,0.0,FULL,0.0,0.32546617212789736,0.32470658480583836,0.32470658480583836,0.0,99.67529341519416,,,,
148,standard,2.0,0.01,0.116667,0.216667,95.0,85.0,NONE,0.0,FULL,0.0,0.32643312761645804,0.32470658480583836,0.32470658480583836,0.0,99.67529341519416,,,,
